iter,step,s,a,r,Q_[0 7]_0,Q_[0 7]_1,Q_[0 7]_2,Q_[0 7]_3,Q_[2 4]_0,Q_[2 4]_1,Q_[2 4]_2,Q_[2 4]_3,Q_[0 4]_0,Q_[0 4]_1,Q_[0 4]_2,Q_[0 4]_3,Q_[1 4]_0,Q_[1 4]_1,Q_[1 4]_2,Q_[1 4]_3,Q_[0 6]_0,Q_[0 6]_1,Q_[0 6]_2,Q_[0 6]_3,Q_[0 5]_0,Q_[0 5]_1,Q_[0 5]_2,Q_[0 5]_3,Q_[0 8]_0,Q_[0 8]_1,Q_[0 8]_2,Q_[0 8]_3,Q_[5 5]_0,Q_[5 5]_1,Q_[5 5]_2,Q_[5 5]_3,Q_[5 4]_0,Q_[5 4]_1,Q_[5 4]_2,Q_[5 4]_3,Q_[5 1]_0,Q_[5 1]_1,Q_[5 1]_2,Q_[5 1]_3,Q_[5 0]_0,Q_[5 0]_1,Q_[5 0]_2,Q_[5 0]_3,Q_[5 6]_0,Q_[5 6]_1,Q_[5 6]_2,Q_[5 6]_3,Q_[5 3]_0,Q_[5 3]_1,Q_[5 3]_2,Q_[5 3]_3,Q_[5 2]_0,Q_[5 2]_1,Q_[5 2]_2,Q_[5 2]_3,Q_[4 3]_0,Q_[4 3]_1,Q_[4 3]_2,Q_[4 3]_3,Q_[3 3]_0,Q_[3 3]_1,Q_[3 3]_2,Q_[3 3]_3,Q_[0 0]_0,Q_[0 0]_1,Q_[0 0]_2,Q_[0 0]_3
0,22,[0 8],2,1.0,0.0,0.5185100556181507,0.4814899443818493,0.0,0.159686461237614,0.45194222801598205,0.38837131074640396,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,74,[5 0],0,5.0,0.0,0.5185100556181507,0.4814899443818493,0.0,0.159686461237614,0.45194222801598205,0.38837131074640396,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.20409779301451272,0.175994212038674,0.3832189093748334,0.23668908557197996,0.0,0.0,0.0,1.0,0.0,0.0,0.4814899443818493,0.5185100556181507,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.22294455615863543,0.0,0.4986313870325707,0.27842405680879384,,,,,,,,,,,,
2,19,[5 0],0,5.0,0.0,0.5185100556181507,0.4814899443818493,0.0,0.159686461237614,0.45194222801598205,0.38837131074640396,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.20409779301451272,0.175994212038674,0.3832189093748334,0.23668908557197996,0.0,0.0,0.0,1.0,0.0,0.0,0.4814899443818493,0.5185100556181507,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.22294455615863543,0.0,0.4986313870325707,0.27842405680879384,0.19232841123699573,0.0,0.24018911885021255,0.5674824699127916,0.0,0.0,1.0,0.0,,,,
3,9,[5 0],0,5.0,0.0,0.5185100556181507,0.4814899443818493,0.0,0.159686461237614,0.45194222801598205,0.38837131074640396,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.20409779301451272,0.175994212038674,0.3832189093748334,0.23668908557197996,0.0,0.0,0.0,1.0,0.0,0.0,0.48148994438184933,0.5185100556181508,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2229445561586354,0.0,0.4986313870325707,0.27842405680879384,0.31471760103521595,0.0,0.3930347201077521,0.2922476788570321,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
4,10,[5 0],0,5.0,0.0,0.5185100556181507,0.4814899443818493,0.0,0.159686461237614,0.45194222801598205,0.38837131074640396,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.20409779301451272,0.175994212038674,0.3832189093748334,0.23668908557197996,0.0,0.0,0.0,1.0,0.0,0.0,0.4814899443818493,0.5185100556181507,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.22294455615863543,0.0,0.4986313870325707,0.27842405680879384,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5,9,[5 0],0,5.0,0.0,0.5185100556181507,0.4814899443818493,0.0,0.159686461237614,0.45194222801598205,0.38837131074640396,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.20409779301451272,0.175994212038674,0.3832189093748334,0.23668908557197996,0.0,0.0,0.0,1.0,0.0,0.0,0.4814899443818493,0.5185100556181508,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.22294455615863545,0.0,0.4986313870325707,0.2784240568087939,0.22592229503861347,0.0,0.5642856052824736,0.2097920996789129,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
6,10,[5 0],0,5.0,0.0,0.5185100556181507,0.4814899443818493,0.0,0.159686461237614,0.45194222801598205,0.38837131074640396,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.20409779301451272,0.175994212038674,0.3832189093748334,0.23668908557197996,0.0,0.0,0.0,1.0,0.0,0.0,0.48148994438184933,0.5185100556181508,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.22294455615863545,0.0,0.4986313870325707,0.2784240568087939,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
7,13,[5 0],0,5.0,0.0,0.5185100556181507,0.4814899443818493,0.0,0.159686461237614,0.45194222801598205,0.38837131074640396,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.20409779301451272,0.175994212038674,0.3832189093748334,0.23668908557197996,0.0,0.0,0.0,1.0,0.0,0.0,0.4814899443818493,0.5185100556181507,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.22294455615863543,0.0,0.4986313870325707,0.27842405680879384,0.11868491555971174,0.0,0.44465856769291856,0.43665651674736977,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
8,10,[5 0],0,5.0,0.0,0.5185100556181507,0.4814899443818493,0.0,0.159686461237614,0.45194222801598205,0.38837131074640396,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.20409779301451272,0.175994212038674,0.3832189093748334,0.23668908557197996,0.0,0.0,0.0,1.0,0.0,0.0,0.4814899443818493,0.5185100556181507,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.22294455615863543,0.0,0.49863138703257076,0.27842405680879384,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
9,14,[5 0],0,5.0,0.0,0.5185100556181507,0.4814899443818493,0.0,0.159686461237614,0.45194222801598205,0.38837131074640396,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.20409779301451272,0.175994212038674,0.3832189093748334,0.23668908557197996,0.0,0.0,0.0,1.0,0.0,0.0,0.4814899443818493,0.5185100556181507,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2229445561586354,0.0,0.49863138703257076,0.27842405680879384,0.12265266052470027,0.0,0.408465697003518,0.46888164247178177,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
10,10,[5 0],0,5.0,0.0,0.5185100556181507,0.4814899443818493,0.0,0.159686461237614,0.45194222801598205,0.38837131074640396,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.20409779301451272,0.175994212038674,0.3832189093748334,0.23668908557197996,0.0,0.0,0.0,1.0,0.0,0.0,0.4814899443818493,0.5185100556181508,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2229445561586354,0.0,0.4986313870325708,0.27842405680879384,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
11,10,[5 0],0,5.0,0.0,0.5185100556181507,0.4814899443818493,0.0,0.159686461237614,0.45194222801598205,0.38837131074640396,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.20409779301451272,0.175994212038674,0.3832189093748334,0.23668908557197996,0.0,0.0,0.0,1.0,0.0,0.0,0.4814899443818493,0.5185100556181508,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.22294455615863537,0.0,0.4986313870325708,0.2784240568087938,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
12,9,[5 0],0,5.0,0.0,0.5185100556181507,0.4814899443818493,0.0,0.159686461237614,0.45194222801598205,0.38837131074640396,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.20409779301451272,0.175994212038674,0.3832189093748334,0.23668908557197996,0.0,0.0,0.0,1.0,0.0,0.0,0.4814899443818492,0.5185100556181508,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.22294455615863537,0.0,0.49863138703257087,0.27842405680879384,0.20204745783041617,0.0,0.6728713045231477,0.12508123764643617,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
13,10,[5 0],0,5.0,0.0,0.5185100556181507,0.4814899443818493,0.0,0.159686461237614,0.45194222801598205,0.38837131074640396,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.20409779301451272,0.175994212038674,0.3832189093748334,0.23668908557197996,0.0,0.0,0.0,1.0,0.0,0.0,0.48148994438184917,0.5185100556181508,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.22294455615863537,0.0,0.4986313870325708,0.27842405680879384,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
14,10,[5 0],0,5.0,0.0,0.5185100556181507,0.4814899443818493,0.0,0.159686461237614,0.45194222801598205,0.38837131074640396,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.20409779301451272,0.175994212038674,0.3832189093748334,0.23668908557197996,0.0,0.0,0.0,1.0,0.0,0.0,0.4814899443818492,0.5185100556181508,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2229445561586354,0.0,0.49863138703257087,0.27842405680879384,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
15,15,[5 0],0,5.0,0.0,0.5185100556181507,0.4814899443818493,0.0,0.159686461237614,0.45194222801598205,0.38837131074640396,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.20409779301451272,0.175994212038674,0.3832189093748334,0.23668908557197996,0.0,0.0,0.0,1.0,0.0,0.0,0.4814899443818492,0.5185100556181509,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2229445561586354,0.0,0.4986313870325709,0.27842405680879384,0.12031273234138094,0.0,0.4326208633194986,0.44706640433912037,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
16,9,[5 0],0,5.0,0.0,0.5185100556181507,0.4814899443818493,0.0,0.159686461237614,0.45194222801598205,0.38837131074640396,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.20409779301451272,0.175994212038674,0.3832189093748334,0.23668908557197996,0.0,0.0,0.0,1.0,0.0,0.0,0.48148994438184917,0.5185100556181508,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.22294455615863534,0.0,0.49863138703257087,0.2784240568087938,0.1985061305615838,0.0,0.7060413103581089,0.09545255908030721,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
17,14,[5 0],0,5.0,0.0,0.5185100556181507,0.4814899443818493,0.0,0.159686461237614,0.45194222801598205,0.38837131074640396,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.20409779301451272,0.175994212038674,0.3832189093748334,0.23668908557197996,0.0,0.0,0.0,1.0,0.0,0.0,0.48148994438184917,0.5185100556181508,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.22294455615863532,0.0,0.4986313870325708,0.2784240568087938,0.12509673644742858,0.0,0.426390538513693,0.4485127250388784,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
18,11,[5 0],0,5.0,0.0,0.5185100556181507,0.4814899443818493,0.0,0.159686461237614,0.45194222801598205,0.38837131074640396,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.20409779301451272,0.175994212038674,0.3832189093748334,0.23668908557197996,0.0,0.0,0.0,1.0,0.0,0.0,0.48148994438184917,0.5185100556181508,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.22294455615863534,0.0,0.4986313870325709,0.27842405680879384,0.3245262552606478,0.0,0.6754737447393522,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
19,10,[5 0],0,5.0,0.0,0.5185100556181507,0.4814899443818493,0.0,0.159686461237614,0.45194222801598205,0.38837131074640396,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.20409779301451272,0.175994212038674,0.3832189093748334,0.23668908557197996,0.0,0.0,0.0,1.0,0.0,0.0,0.48148994438184917,0.5185100556181509,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.22294455615863532,0.0,0.49863138703257087,0.2784240568087938,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
20,14,[5 0],0,5.0,0.0,0.5185100556181507,0.4814899443818493,0.0,0.159686461237614,0.45194222801598205,0.38837131074640396,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.20409779301451272,0.175994212038674,0.3832189093748334,0.23668908557197996,0.0,0.0,0.0,1.0,0.0,0.0,0.48148994438184917,0.5185100556181509,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.22294455615863532,0.0,0.49863138703257087,0.2784240568087938,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
21,9,[5 0],0,5.0,0.0,0.5185100556181507,0.4814899443818493,0.0,0.159686461237614,0.45194222801598205,0.38837131074640396,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.20409779301451272,0.175994212038674,0.3832189093748334,0.23668908557197996,0.0,0.0,0.0,1.0,0.0,0.0,0.48148994438184917,0.5185100556181508,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.22294455615863532,0.0,0.4986313870325709,0.2784240568087938,0.23339370249887756,0.0,0.6543284982112477,0.11227779928987484,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
22,9,[5 0],0,5.0,0.0,0.5185100556181507,0.4814899443818493,0.0,0.159686461237614,0.45194222801598205,0.38837131074640396,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.20409779301451272,0.175994212038674,0.3832189093748334,0.23668908557197996,0.0,0.0,0.0,1.0,0.0,0.0,0.4814899443818492,0.5185100556181508,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2229445561586353,0.0,0.49863138703257087,0.2784240568087938,0.23339370249887756,0.0,0.6543284982112477,0.11227779928987484,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
23,13,[5 0],0,5.0,0.0,0.5185100556181507,0.4814899443818493,0.0,0.159686461237614,0.45194222801598205,0.38837131074640396,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.20409779301451272,0.175994212038674,0.3832189093748334,0.23668908557197996,0.0,0.0,0.0,1.0,0.0,0.0,0.4814899443818492,0.5185100556181508,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.22294455615863534,0.0,0.4986313870325709,0.27842405680879384,0.1589930042060254,0.0,0.43925811562301487,0.40174888017095967,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
24,9,[5 0],0,5.0,0.0,0.5185100556181507,0.4814899443818493,0.0,0.159686461237614,0.45194222801598205,0.38837131074640396,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.20409779301451272,0.175994212038674,0.3832189093748334,0.23668908557197996,0.0,0.0,0.0,1.0,0.0,0.0,0.4814899443818492,0.5185100556181508,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.22294455615863534,0.0,0.498631387032571,0.27842405680879384,0.25095180731142286,0.0,0.6461011477024313,0.10294704498614583,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
25,11,[5 0],0,5.0,0.0,0.5185100556181507,0.4814899443818493,0.0,0.159686461237614,0.45194222801598205,0.38837131074640396,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.20409779301451272,0.175994212038674,0.3832189093748334,0.23668908557197996,0.0,0.0,0.0,1.0,0.0,0.0,0.4814899443818492,0.5185100556181508,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2229445561586353,0.0,0.49863138703257087,0.2784240568087938,0.2859023491752157,0.0,0.7140976508247844,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
26,9,[5 0],0,5.0,0.0,0.5185100556181507,0.4814899443818493,0.0,0.159686461237614,0.45194222801598205,0.38837131074640396,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.20409779301451272,0.175994212038674,0.3832189093748334,0.23668908557197996,0.0,0.0,0.0,1.0,0.0,0.0,0.4814899443818493,0.5185100556181508,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.22294455615863534,0.0,0.4986313870325709,0.27842405680879384,0.25095180731142286,0.0,0.6461011477024313,0.10294704498614583,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
27,9,[5 0],0,5.0,0.0,0.5185100556181507,0.4814899443818493,0.0,0.159686461237614,0.45194222801598205,0.38837131074640396,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.20409779301451272,0.175994212038674,0.3832189093748334,0.23668908557197996,0.0,0.0,0.0,1.0,0.0,0.0,0.4814899443818493,0.5185100556181508,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.22294455615863532,0.0,0.4986313870325708,0.2784240568087938,0.25095180731142286,0.0,0.6461011477024313,0.10294704498614583,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
28,9,[5 0],0,5.0,0.0,0.5185100556181507,0.4814899443818493,0.0,0.159686461237614,0.45194222801598205,0.38837131074640396,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.20409779301451272,0.175994212038674,0.3832189093748334,0.23668908557197996,0.0,0.0,0.0,1.0,0.0,0.0,0.4814899443818493,0.5185100556181507,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2229445561586354,0.0,0.49863138703257087,0.27842405680879384,0.25095180731142286,0.0,0.6461011477024313,0.10294704498614583,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
